,Company name,"Total assets
m USD
2014","Total assets
m USD
2013","Total assets
m USD
2012","Total assets
m USD
2011","Operating
revenue
(Turnover)
m USD
2014","Operating
revenue
(Turnover)
m USD
2013","Operating
revenue
(Turnover)
m USD
2012","Operating
revenue
(Turnover)
m USD
2011","Number of employees
Last avail. yr","Number of employees
2014","Number of employees
2013","Number of employees
2012","Number of employees
2011"
7955.,IMI CAPITAL MARKETS USA CORP,-1,-1,-1,-1,-1,-1,-1,-1,35,35,-1,-1,-1
7956.,BANCO DE LA NACION ARGENTINA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7957.,BANK OF ARGENTINA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7958.,BANK OF AMERICA NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7959.,BANK OF AMERICA NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7960.,STATE BANK OF LONG ISLAND,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7961.,BANK OF AMERICA NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7962.,MITSUBISHI UFJ TRUST & BANKING CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7963.,TIGER LEASING,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7964.,BANK OF NEW YORK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7965.,BANK OF NEW YORK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7966.,RANDOM HOUSE VALUE PUBLISHING,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7967.,ORIX USA CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7968.,PARK AVENUE BANK NA,-1,-1,-1,-1,-1,-1,-1,-1,75,-1,-1,-1,-1
7969.,ROYAL BANK OF SCOTLAND PLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7970.,CENTURION HOLDINGS LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7971.,CERBERUS CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7972.,CERBERUS PARTNERS LP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7973.,CHAPDELAINE CORPORATE SECURITIES & CO,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7974.,PEREGRINE INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7975.,CHASE MANHATTAN BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7976.,CHASE MANHATTAN BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7977.,STATE OF NEW YORK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7978.,CHINATRUST BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7979.,CHINATRUST BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7980.,DEUTSCHE BANK SECURITIES INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7981.,COLUMN FINANCIAL INC,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
7982.,COMMERCE BANK NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7983.,COMMERCE BANK NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7984.,ELFA INTERNATIONAL INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7985.,FREMANTLEMEDIA PRODUCTIONS NORTH AMERICA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7986.,REICH & TANG ASSET MANAGEMENT LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7987.,STERLING NATIONAL BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7988.,CONTINENTAL FUNDING LLP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7989.,HERAEUS PRECIOUS METALS MANAGEMENT INC LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7990.,HILLIER GROUP ARCHITECTURE NEW YORK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7991.,HOMES HOLDINGS CORP,-1,-1,-1,-1,-1,-1,-1,-1,750,-1,-1,-1,-1
7992.,HSBC BANK USA INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7993.,LANCER INDUSTRIES INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7994.,CP MORTGAGE INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7995.,AMERICAN EXPRESS TRAVEL RELATED SERVICES,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7996.,LIBERTY MUTUAL FIRE INSUR CO,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7997.,MERRILL LYNCH INTERNATIONAL FINANCE CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7998.,MERRILL LYNCH,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7999.,CUNNINGHAM LINDSEY US INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8000.,DATABANK OF NY INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8001.,AMERICAN GENERAL FINANCE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8002.,SAFECO INSURANCE COMPANY OF AMERICA INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8003.,QBE INSURANCE CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8004.,R & R FINANCIAL CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8005.,RBC HOLDINGS USA INC,-1,-1,-1,-1,-1,-1,-1,-1,7500,-1,-1,-1,-1
8006.,US DEPARTMENT OF LABOR,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8007.,DECISIONONE CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8008.,STERLING FACTORS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8009.,TD SECURITIES INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8010.,TORONTO DOMINION HOLDINGS INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8011.,TD WATERHOUSE INVESTOR SERVICES INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8012.,TM CLAIMS SERVICE INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8013.,DOMINION FINANCIAL CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8014.,ZOA EMPLOYEES CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8015.,AB WATLEY GROUP INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8016.,IMERYS FUSED MINERALS NIAGARA FALLS INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8017.,NBT BANK NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8018.,DSW LENDING,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8019.,ASTORIA FEDERAL SAVINGS & LOAN ASSOCIATION,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8020.,ASTORIA FEDERAL SAVINGS & LOAN ASSOCIATION,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8021.,ASTORIA FEDERAL SAVINGS & LOAN ASSOCIATION,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8022.,ASTORIA FEDERAL SAVINGS & LOAN ASSOCIATION,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8023.,ASTORIA FEDERAL SAVINGS & LOAN ASSOCIATION,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8024.,SCARBOROUGH RESEARCH,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8025.,FIDELITY NATIONAL MORTGAGE CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8026.,EDVENTURE HOLDINGS INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8027.,ACCESS FEDERAL CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8028.,AMERICU CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8029.,ECOBAN FINANCE LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8030.,WESTMINSTER RESEARCH,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8031.,TRUMP MORTGAGE LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8032.,EQUITY OFFICE PROPERTIES,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8033.,EQUITY OFFICE PROPERTIES TRUST,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8034.,CATTARAUGUS COUNTY BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8035.,CATTARAUGUS COUNTY BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8036.,CHASE MANHATTAN BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8037.,ALLIANCE BANK NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8038.,ALLIANCE BANK NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8039.,CHASE MANHATTAN BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8040.,FIRST AMERICAN INTERNATIONAL BNK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8041.,FIRST COMMERCIAL BANK INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8042.,COMMERCE BANK NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8043.,COMMERCE BANK NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8044.,COMMERCE BANK NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8045.,COMMERCE BANK NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8046.,COMMERCE BANK NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8047.,AMERICA NATIONAL RECOVERY GROUP INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8048.,FIVE POINTS PARTNERS LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8049.,CHASE MANHATTAN BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8050.,BMG COLUMBIA HOUSE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8051.,BRADESCO SECURITIES INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8052.,GHS FEDERAL CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8053.,GLENN SPRINGS HOLDINGS INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8054.,GLENS FALLS NATIONAL BANK & TRUST CO,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8055.,TRUSTCO BANK NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8056.,DUROBAG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8057.,EHOME CREDIT,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8058.,GLOBAL EXCESS PARTNERS LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8059.,GLOBAL HOME LOANS & FINANCE INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8060.,GOOD MORNING SECURITIES USA LTD,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8061.,PETER E GREENBERG & ASSOCIATES LTD,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8062.,GREENLIGHT FUNDING & MORTGAGE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8063.,GREENPOINT INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8064.,HANDELSBANKEN MARKET SECURITIES INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8065.,HANOVER MORTGAGE CAPITAL CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8066.,CITIBANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8067.,CITIBANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8068.,CITIBANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8069.,CITIBANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8070.,CITIBANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8071.,CITIBANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8072.,CITIBANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8073.,CITIBANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8074.,CITIBANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8075.,CITIBANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8076.,CITIBANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8077.,CITIBANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8078.,CITIFINANCIAL CREDIT CO,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8079.,HSBC BANK USA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8080.,HUDSON UNITED BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8081.,HUDSON UNITED BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8082.,HUDSON VALLEY FEDERAL CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8083.,TOMPKINS TRUSTCO INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8084.,COUNTRY BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8085.,COUNTRY INN & SUITES BY CARLSON-MT MORRI,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8086.,COUNTRYWIDE HOME LOANS INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8087.,COUNTRYWIDE HOME LOANS INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8088.,INTERACTIVE MARKET SYSTEMS INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8089.,INVESTORS BANK & TRUST,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
8090.,INVIVA INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8091.,JP MORGAN CHASE BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8092.,JP MORGAN CHASE BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8093.,JP MORGAN CHASE BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8094.,JP MORGAN CHASE BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8095.,DELAWARE NATIONAL BANK OF DELH,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
8096.,DIME SAVINGS BANK OF WILLIAMSBURGH,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8097.,KARBILL CHECK CASHING INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8098.,KAUPTHING NEW YORK INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8099.,CANANDAIGUA NAT BNK & TR CO,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8100.,CANANDAIGUA NAT BNK & TR CO,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8101.,CANANDAIGUA NATIONAL BANK & TR,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8102.,CANANDAIGUA NATIONAL BANK & TRUST CO,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8103.,CANANDAIGUA NATIONAL BANK & TRUST CO,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8104.,CANANDAIGUA NATIONAL BANK & TRUST CO,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8105.,LOCCITANE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8106.,LOCCITANE INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8107.,LOS ANGELES NATIONAL BANK,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
8108.,MANNING SELVAGE & LEE INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8109.,AXIOM FUNDING GROUP INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8110.,MANUFACTURERS & TRADERS TRUST CO,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8111.,MANUFACTURERS & TRADERS TRUST CO,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8112.,MANUFACTURERS & TRADERS TRUST CO,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8113.,MANUFACTURERS & TRADERS TRUST CO,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8114.,BANK OF AMERICA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8115.,BANK OF AMERICA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8116.,BANK OF AMERICA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8117.,BANK OF AMERICA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8118.,BANK OF AMERICA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8119.,BANK OF AMERICA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8120.,BANK OF AMERICA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8121.,BANK OF AMERICA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8122.,BANK OF AMERICA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8123.,BANK OF AMERICA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8124.,BANK OF AMERICA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8125.,BANK OF AMERICA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8126.,BANK OF AMERICA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8127.,BANK OF AMERICA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8128.,BANK OF AMERICA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8129.,BANK OF AMERICA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8130.,BANK OF AMERICA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8131.,BANK OF AMERICA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8132.,BANK OF AMERICA NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8133.,BANK OF AMERICA NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8134.,BANK OF AMERICA NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8135.,BANK OF AMERICA NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8136.,BANK OF AMERICA NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8137.,MASPETH FEDERAL SAVINGS & LOAN ASSOCIATION,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8138.,MASPETH FEDERAL SAVINGS & LOAN ASSOCIATION,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8139.,MERCHANTS BANK OF NEW YORK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8140.,MERCHANTS BANK OF NEW YORK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8141.,MERCURY HOLDING CO LLC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8142.,BANK OF AMERICA NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8143.,BANK OF AMERICA NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8144.,NORTH FORK BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8145.,BENEFICIAL NEW YORK INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8146.,BENEFICIAL NEW YORK INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8147.,NORTH FORK BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8148.,NORTH FORK BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8149.,NORTH FORK BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8150.,PETRY TELEVISION INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8151.,PRO TRAVELS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8152.,PRODIGY MORTG CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8153.,QUANTA US HOLDINGS INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8154.,QUANTUM CORPORATE FUNDING LTD,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8155.,REGINA CHECK CASHING CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8156.,REGINA CHECK CASHING CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8157.,REGIONAL ACCEPTANCE CORP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8158.,ROCHESTER AREA MORTGAGE SERVICES INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8159.,CNB MORTGAGE CO,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8160.,SCOTTRADE INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8161.,COLE HAAN COMPANY STORE INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8162.,SEAWARD INTERNATIONAL INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8163.,SECURITIES DATA PUBLISHING INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8164.,SLUSSER ASSOCIATES INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8165.,ST STEPHENS ON HUNGARY FRIARY CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8166.,STONEHAVEN LLC,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
8167.,DAVIS-ULMER SPRINKLER CO INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8168.,TEG FEDERAL CREDIT UNION,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8169.,TELLEFSEN CONSULTING GROUP INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8170.,THOMSON FINANCIAL INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8171.,TIOGA STATE BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8172.,US MEDIA HOLDINGS INC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8173.,UNION BANK OF CALIFORNIA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8174.,UNITED COMMERCIAL BANK,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1
8175.,WALDEN SAVINGS BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8176.,WASHINGTON MUTUAL BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8177.,WASHINGTON MUTUAL BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8178.,WASHINGTON MUTUAL BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8179.,WASHINGTON MUTUAL BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8180.,WASHINGTON MUTUAL BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8181.,WASHINGTON MUTUAL BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8182.,WASHINGTON MUTUAL BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8183.,WASHINGTON MUTUAL BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8184.,WASHINGTON MUTUAL BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8185.,WASHINGTON MUTUAL BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8186.,WASHINGTON MUTUAL BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8187.,WASHINGTON MUTUAL BANK,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
